A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	class
492.0	-1365.0	767.0	85.0	-818.0	88.0	1151.0	-1162.0	-122.0	984.0	1796.0	1815.0	-564.0	-2.0	1313.0	-26.0	-6.0	-962.0	552.0	-712.0	1
-1352.0	1479.0	2183.0	-581.0	1756.0	58.0	-2531.0	105.0	-2532.0	-289.0	-414.0	2854.0	69.0	136.0	724.0	994.0	-642.0	1071.0	-24.0	-2292.0	0
-1506.0	2589.0	-135.0	-1336.0	-1101.0	-2021.0	178.0	-3175.0	-122.0	528.0	979.0	-3362.0	736.0	-945.0	3545.0	-3258.0	-87.0	-3078.0	5.0	-3579.0	0
572.0	-176.0	396.0	11.0	944.0	174.0	89.0	8.0	264.0	1699.0	1698.0	167.0	325.0	1044.0	-1431.0	1585.0	951.0	1053.0	1388.0	-194.0	1
1142.0	5342.0	3386.0	-1867.0	-1169.0	1902.0	-179.0	3412.0	728.0	801.0	8.0	1123.0	-3191.0	171.0	-206.0	-2966.0	178.0	-3683.0	2773.0	1123.0	0
2095.0	-1632.0	-1578.0	-316.0	-119.0	-905.0	-68.0	-292.0	-948.0	-488.0	614.0	-125.0	1895.0	-28.0	-3884.0	2377.0	-1267.0	3578.0	204.0	325.0	0
-902.0	171.0	297.0	561.0	1801.0	97.0	1916.0	1774.0	489.0	798.0	1687.0	1156.0	66.0	1984.0	-189.0	-293.0	792.0	1494.0	-587.0	-11.0	1
52.0	1472.0	104.0	95.0	-208.0	44.0	72.0	925.0	629.0	-69.0	962.0	288.0	83.0	316.0	2078.0	-95.0	1403.0	401.0	-1198.0	-1903.0	1
1385.0	-58.0	-916.0	-241.0	-1617.0	377.0	565.0	-1183.0	1162.0	2456.0	-105.0	-1237.0	-617.0	1537.0	58.0	833.0	584.0	-599.0	138.0	-368.0	1
1861.0	1766.0	564.0	-423.0	-249.0	-2008.0	1502.0	535.0	-352.0	19.0	-1139.0	222.0	-1012.0	-142.0	2148.0	689.0	-577.0	1264.0	-52.0	-931.0	1
1167.0	-118.0	-1487.0	-1138.0	-1715.0	2021.0	-2122.0	-632.0	1064.0	394.0	1462.0	4152.0	212.0	209.0	-2345.0	-1832.0	-3562.0	-2528.0	972.0	-2754.0	0
1735.0	-741.0	315.0	1271.0	677.0	-244.0	224.0	1076.0	-108.0	235.0	1082.0	-321.0	-282.0	337.0	1345.0	1075.0	1708.0	-231.0	1211.0	-301.0	1
361.0	248.0	2168.0	-589.0	1357.0	762.0	448.0	-498.0	83.0	1247.0	793.0	-134.0	196.0	2217.0	-163.0	907.0	533.0	1406.0	1809.0	41.0	1
1502.0	1868.0	1329.0	1182.0	6.0	1101.0	518.0	245.0	2606.0	1038.0	1646.0	-1025.0	-418.0	129.0	1008.0	-1184.0	-1897.0	1866.0	-12.0	1387.0	1
1548.0	-3027.0	1866.0	-336.0	-286.0	2125.0	204.0	501.0	4336.0	-3989.0	-2816.0	-1214.0	-5444.0	392.0	5097.0	2385.0	1448.0	-1511.0	1827.0	-4625.0	0
504.0	1412.0	1199.0	2145.0	1067.0	214.0	141.0	347.0	133.0	648.0	296.0	-1159.0	1012.0	-62.0	1153.0	499.0	751.0	955.0	754.0	1855.0	1
5.0	1096.0	-39.0	1906.0	271.0	-84.0	1315.0	1295.0	468.0	-882.0	728.0	-27.0	-397.0	924.0	-92.0	706.0	1398.0	-23.0	1271.0	-232.0	1
-3658.0	1797.0	-1753.0	1938.0	104.0	1516.0	-376.0	5184.0	1995.0	228.0	-1244.0	1613.0	309.0	681.0	3628.0	143.0	-1558.0	149.0	2461.0	1256.0	0
-635.0	678.0	1048.0	1515.0	582.0	739.0	127.0	-32.0	-51.0	-94.0	885.0	1211.0	722.0	1634.0	-558.0	-112.0	359.0	297.0	1039.0	871.0	1
1787.0	1706.0	545.0	-175.0	-208.0	-485.0	-209.0	2672.0	559.0	2234.0	284.0	1528.0	592.0	1929.0	967.0	1573.0	186.0	-101.0	-457.0	606.0	1
-334.0	-402.0	513.0	397.0	1564.0	1397.0	3281.0	5.0	-142.0	3102.0	-671.0	1326.0	664.0	-21.0	-1587.0	847.0	1683.0	1136.0	37.0	2716.0	1
204.0	-831.0	-48.0	-2747.0	-2655.0	1976.0	-169.0	395.0	85.0	-376.0	-1888.0	-515.0	34.0	4586.0	-381.0	-212.0	-926.0	469.0	-2064.0	1919.0	0
4076.0	-626.0	-3187.0	881.0	888.0	-1988.0	1294.0	-1258.0	-1377.0	-3073.0	1511.0	-25.0	98.0	-1726.0	178.0	715.0	-2882.0	-3132.0	-2786.0	1502.0	0
1427.0	2618.0	1244.0	822.0	686.0	-1551.0	-1008.0	877.0	-1326.0	3225.0	907.0	1781.0	1143.0	637.0	18.0	1067.0	-2582.0	1024.0	218.0	-875.0	1
-277.0	-59.0	1552.0	193.0	139.0	1108.0	1518.0	1637.0	169.0	1266.0	548.0	0.0	568.0	575.0	164.0	604.0	974.0	759.0	224.0	1827.0	1
-901.0	959.0	1325.0	723.0	1634.0	208.0	-878.0	921.0	89.0	1976.0	145.0	-1004.0	916.0	-257.0	435.0	1008.0	648.0	387.0	707.0	853.0	1
-289.0	-3088.0	-57.0	1522.0	711.0	55.0	3605.0	-52.0	-2848.0	2427.0	328.0	-361.0	-5058.0	376.0	1387.0	1217.0	-311.0	-1237.0	-2612.0	-1264.0	0
-1089.0	-2022.0	757.0	1289.0	4189.0	1637.0	-2657.0	-1483.0	-354.0	2423.0	513.0	-1104.0	74.0	1729.0	-2225.0	74.0	1238.0	-756.0	1483.0	-3157.0	0
-177.0	-54.0	24.0	-1545.0	-3702.0	696.0	2429.0	2916.0	-3596.0	454.0	1964.0	-2441.0	1696.0	-954.0	-1036.0	192.0	-227.0	-2067.0	-1885.0	-159.0	0
2027.0	1153.0	-46.0	259.0	1331.0	2526.0	1104.0	3244.0	-211.0	2211.0	-969.0	447.0	-122.0	-1618.0	-838.0	2164.0	-2447.0	2355.0	-47.0	1224.0	0
481.0	38.0	1163.0	1299.0	1407.0	-453.0	-195.0	-528.0	-368.0	1606.0	1274.0	1724.0	334.0	1862.0	622.0	-1512.0	1137.0	692.0	-647.0	-1016.0	1
1114.0	356.0	-795.0	1551.0	-752.0	366.0	351.0	401.0	-298.0	2169.0	158.0	-104.0	-1656.0	1518.0	34.0	1962.0	127.0	1448.0	-1207.0	529.0	1
-41.0	-2468.0	-851.0	-2341.0	-1229.0	3636.0	-31.0	3214.0	-1914.0	-826.0	1186.0	342.0	-4495.0	-2338.0	632.0	-896.0	2312.0	1786.0	414.0	128.0	0
314.0	-2019.0	-5022.0	73.0	2043.0	-1346.0	-1517.0	-3797.0	-1913.0	1949.0	-1527.0	3702.0	639.0	2033.0	291.0	-4046.0	-3761.0	-5148.0	1349.0	-1783.0	0
23.0	-1172.0	-721.0	-373.0	-31.0	-1162.0	-602.0	276.0	-1422.0	1139.0	198.0	16.0	1882.0	-324.0	456.0	1509.0	1391.0	303.0	-219.0	-1296.0	1
548.0	1959.0	-1604.0	-1443.0	3668.0	1283.0	1614.0	-1699.0	-175.0	-2286.0	3003.0	-314.0	661.0	559.0	-1749.0	-397.0	2985.0	-1417.0	664.0	-656.0	0
743.0	-1164.0	224.0	-134.0	47.0	-1173.0	-792.0	3408.0	3506.0	-166.0	-3.0	-1961.0	241.0	103.0	-2896.0	-1366.0	2213.0	-158.0	-267.0	1999.0	0
185.0	2359.0	977.0	651.0	282.0	1259.0	877.0	1061.0	416.0	-223.0	946.0	2424.0	137.0	-619.0	-723.0	888.0	1162.0	395.0	-527.0	146.0	1
-204.0	-545.0	221.0	-1962.0	-661.0	-453.0	-476.0	-1452.0	644.0	1752.0	1184.0	2032.0	987.0	1849.0	1282.0	111.0	-759.0	-1315.0	656.0	1024.0	1
-9.0	43.0	713.0	-793.0	-31.0	-723.0	-267.0	-793.0	-145.0	-136.0	1476.0	2066.0	1484.0	-1112.0	2218.0	-878.0	229.0	934.0	242.0	605.0	1
-1461.0	976.0	45.0	851.0	1258.0	-99.0	-2586.0	872.0	821.0	2584.0	-209.0	766.0	261.0	-114.0	225.0	-13.0	-1075.0	1559.0	-784.0	3979.0	0
429.0	45.0	815.0	2243.0	97.0	656.0	-55.0	723.0	1971.0	-122.0	-65.0	505.0	1744.0	-1169.0	162.0	364.0	791.0	549.0	58.0	469.0	1
-77.0	-1081.0	2206.0	2496.0	945.0	-412.0	-881.0	614.0	36.0	1192.0	1048.0	-159.0	424.0	538.0	44.0	1503.0	1372.0	1889.0	1936.0	556.0	1
-258.0	2113.0	1612.0	4526.0	-4354.0	1811.0	-3636.0	-76.0	-3762.0	617.0	25.0	948.0	-596.0	-3818.0	2418.0	-1422.0	8.0	-219.0	471.0	1365.0	0
-2908.0	-189.0	2105.0	-849.0	-858.0	472.0	-1746.0	5148.0	2791.0	-2864.0	-4045.0	-97.0	2109.0	-2598.0	188.0	-899.0	-906.0	-1683.0	38.0	-402.0	0
1667.0	1324.0	1491.0	2177.0	903.0	471.0	326.0	771.0	598.0	-818.0	967.0	85.0	-731.0	53.0	-1973.0	1181.0	347.0	1594.0	471.0	243.0	1
2154.0	-48.0	781.0	-1162.0	-636.0	467.0	1336.0	299.0	84.0	-465.0	-962.0	788.0	116.0	-923.0	257.0	844.0	258.0	229.0	71.0	-206.0	1
-2256.0	49.0	934.0	273.0	69.0	-399.0	243.0	-801.0	-379.0	274.0	604.0	-1533.0	-1064.0	-273.0	-655.0	2888.0	105.0	-92.0	3717.0	5.0	0
84.0	559.0	826.0	-379.0	501.0	526.0	-32.0	-607.0	9.0	1081.0	766.0	-579.0	-694.0	868.0	589.0	-557.0	622.0	-1311.0	589.0	-296.0	1
-578.0	-636.0	-462.0	321.0	123.0	793.0	832.0	-84.0	94.0	-217.0	1001.0	16.0	-192.0	1425.0	-322.0	342.0	-1.0	52.0	24.0	-36.0	1
1833.0	1232.0	422.0	1697.0	-312.0	9.0	1002.0	-336.0	-9.0	1272.0	-204.0	-824.0	947.0	73.0	-139.0	51.0	1977.0	-1562.0	928.0	-92.0	1
1332.0	-1111.0	242.0	-717.0	1624.0	1008.0	-726.0	-92.0	11.0	2211.0	-1034.0	449.0	955.0	-1711.0	595.0	-1271.0	-614.0	4.0	2069.0	-893.0	1
1252.0	2096.0	906.0	35.0	1055.0	2721.0	419.0	969.0	-1531.0	1369.0	-629.0	-546.0	-652.0	631.0	-55.0	-334.0	572.0	227.0	-571.0	577.0	1
2232.0	3105.0	-4015.0	-596.0	-378.0	344.0	1556.0	1283.0	-2456.0	123.0	-708.0	323.0	-947.0	56.0	1066.0	-2871.0	-567.0	-1968.0	-386.0	1549.0	0
534.0	1294.0	2913.0	189.0	-1052.0	571.0	991.0	1512.0	48.0	57.0	542.0	1078.0	-507.0	546.0	2002.0	257.0	59.0	-109.0	747.0	63.0	1
3788.0	1234.0	312.0	-722.0	-2086.0	2713.0	-109.0	923.0	1036.0	2812.0	-276.0	3461.0	-1784.0	-1333.0	1781.0	-127.0	242.0	708.0	-117.0	1446.0	0
-1761.0	2389.0	2325.0	-269.0	-1225.0	969.0	177.0	3297.0	828.0	-1711.0	1499.0	-16.0	-163.0	-231.0	-175.0	-2504.0	-2134.0	-1675.0	36.0	684.0	0
515.0	1269.0	-46.0	-198.0	2095.0	-591.0	-676.0	1167.0	-828.0	1744.0	1488.0	1668.0	-1048.0	347.0	313.0	-891.0	-445.0	-312.0	784.0	831.0	1
-826.0	-778.0	302.0	-182.0	411.0	-197.0	-2705.0	-61.0	-863.0	-262.0	2393.0	1209.0	3814.0	-842.0	-4149.0	-2747.0	101.0	-2322.0	1569.0	994.0	0
922.0	-1045.0	134.0	1453.0	213.0	-27.0	227.0	973.0	634.0	693.0	-29.0	1926.0	225.0	2023.0	6.0	-116.0	74.0	-527.0	54.0	1745.0	1
-418.0	906.0	2294.0	-494.0	1099.0	1191.0	-9.0	2284.0	-27.0	-706.0	1007.0	825.0	1464.0	311.0	335.0	-352.0	-649.0	407.0	227.0	1168.0	1
1736.0	12.0	597.0	-974.0	-3665.0	-786.0	142.0	-3496.0	-1226.0	-1304.0	-25.0	-2252.0	129.0	-2326.0	-3011.0	-1855.0	2759.0	3105.0	-1486.0	-1.0	0
-241.0	851.0	165.0	1234.0	2162.0	386.0	391.0	1542.0	134.0	-72.0	771.0	-733.0	28.0	1764.0	996.0	13.0	-768.0	-294.0	-12.0	1236.0	1
1428.0	-2262.0	-976.0	-1573.0	688.0	-2706.0	-1909.0	728.0	-53.0	1507.0	1212.0	445.0	1856.0	-5255.0	4769.0	109.0	2034.0	2677.0	4064.0	-889.0	0
632.0	-76.0	-206.0	862.0	534.0	682.0	-1346.0	-1755.0	-289.0	-17.0	2346.0	-284.0	363.0	-1665.0	-912.0	709.0	-625.0	-1157.0	-1421.0	2548.0	1
-326.0	-2029.0	-5493.0	-224.0	367.0	249.0	-838.0	518.0	-226.0	-514.0	-1982.0	-1678.0	-423.0	1359.0	867.0	2215.0	1192.0	491.0	2218.0	-541.0	0
39.0	1385.0	1295.0	84.0	847.0	-863.0	735.0	-612.0	1426.0	212.0	15.0	202.0	-1288.0	-59.0	573.0	524.0	234.0	1605.0	642.0	1946.0	1
-979.0	563.0	-516.0	419.0	-921.0	-524.0	423.0	-4879.0	-152.0	126.0	791.0	1442.0	-1538.0	-2515.0	-2046.0	-1179.0	781.0	-134.0	1013.0	-2451.0	0
273.0	41.0	979.0	-95.0	-2.0	343.0	1288.0	1771.0	902.0	75.0	-366.0	-17.0	703.0	2514.0	673.0	121.0	1481.0	869.0	2279.0	-1294.0	1
-2472.0	4606.0	1638.0	1166.0	57.0	-329.0	-2017.0	-1466.0	-863.0	182.0	-1037.0	2175.0	-2427.0	-471.0	-521.0	-286.0	-814.0	-2527.0	3469.0	-1482.0	0
969.0	-491.0	-216.0	652.0	602.0	909.0	199.0	846.0	1921.0	855.0	688.0	1289.0	194.0	1752.0	-246.0	-44.0	168.0	785.0	157.0	198.0	1
-937.0	1303.0	-136.0	-849.0	528.0	-12.0	-1415.0	-1275.0	-1454.0	751.0	1092.0	-203.0	494.0	1044.0	1908.0	621.0	1585.0	-1.0	694.0	719.0	1
545.0	2031.0	412.0	533.0	78.0	647.0	-104.0	-261.0	1632.0	249.0	869.0	691.0	-943.0	896.0	-578.0	-364.0	59.0	638.0	577.0	-4.0	1
1105.0	-591.0	-1536.0	956.0	2842.0	-2642.0	-402.0	-61.0	993.0	-726.0	-639.0	-716.0	-635.0	-1499.0	1981.0	1639.0	2251.0	-1613.0	1121.0	-1723.0	0
-2082.0	1468.0	-3411.0	-387.0	-2798.0	957.0	-208.0	3602.0	-1755.0	-1512.0	-361.0	721.0	-997.0	-2473.0	-1274.0	383.0	-125.0	2512.0	1931.0	428.0	0
68.0	-2352.0	-1617.0	-1012.0	-2042.0	-3078.0	-3091.0	-2034.0	3686.0	-13.0	-3002.0	-3758.0	2107.0	1267.0	3.0	-1411.0	1433.0	237.0	-989.0	246.0	0
212.0	1742.0	-115.0	1446.0	-324.0	1828.0	131.0	-126.0	318.0	721.0	157.0	599.0	846.0	-345.0	71.0	281.0	1362.0	136.0	481.0	118.0	1
-413.0	644.0	2761.0	-11.0	119.0	7.0	-185.0	-519.0	-1481.0	-612.0	299.0	-841.0	971.0	594.0	288.0	-1618.0	998.0	536.0	1374.0	-306.0	1
-634.0	1384.0	-804.0	1973.0	-386.0	-2604.0	5829.0	1037.0	-1171.0	-1079.0	-1842.0	-2.0	-1812.0	2455.0	-2181.0	3249.0	-1227.0	-434.0	-892.0	-1425.0	0
194.0	251.0	88.0	2194.0	1224.0	242.0	1814.0	1675.0	353.0	1509.0	-67.0	52.0	1607.0	1082.0	1171.0	464.0	261.0	-1495.0	547.0	1093.0	1
139.0	259.0	-91.0	-2596.0	1489.0	2186.0	205.0	1264.0	1151.0	136.0	-1072.0	-11.0	28.0	3073.0	431.0	-179.0	1717.0	91.0	754.0	-116.0	1
3785.0	2633.0	-154.0	-964.0	176.0	3689.0	-443.0	215.0	-607.0	-2456.0	1335.0	1067.0	-1475.0	-1875.0	-788.0	-2002.0	-24.0	218.0	-102.0	-1134.0	0
-1829.0	336.0	-3199.0	1494.0	-1798.0	703.0	-316.0	-1421.0	1035.0	4225.0	26.0	-1714.0	2145.0	-64.0	-286.0	-4283.0	-3686.0	-206.0	-2422.0	0.0	0
258.0	505.0	-814.0	-288.0	1105.0	697.0	632.0	448.0	1408.0	45.0	143.0	278.0	426.0	1314.0	-1232.0	88.0	1063.0	165.0	-402.0	2278.0	1
323.0	-326.0	-5812.0	-738.0	1041.0	213.0	-1028.0	1914.0	3692.0	39.0	183.0	-808.0	-2035.0	2201.0	3222.0	1585.0	-2858.0	817.0	-1901.0	-3784.0	0
78.0	432.0	675.0	-397.0	1052.0	-548.0	354.0	-509.0	466.0	159.0	146.0	533.0	764.0	42.0	-506.0	1092.0	681.0	-934.0	2132.0	-534.0	1
21.0	1287.0	2818.0	171.0	246.0	-848.0	905.0	121.0	-2.0	1165.0	361.0	452.0	-35.0	1279.0	-652.0	1449.0	374.0	403.0	1302.0	222.0	1
-837.0	1184.0	638.0	1531.0	82.0	-53.0	-28.0	904.0	415.0	836.0	3035.0	-292.0	-48.0	-53.0	-2519.0	-194.0	-1439.0	2161.0	388.0	1195.0	1
-3504.0	-28.0	1347.0	-409.0	168.0	2497.0	41.0	-5399.0	-5047.0	28.0	-1396.0	1749.0	3294.0	26.0	221.0	3817.0	121.0	2692.0	-343.0	1812.0	0
-52.0	-2617.0	-457.0	-207.0	2464.0	171.0	-2746.0	1743.0	-1984.0	6292.0	1281.0	2746.0	-1096.0	-2002.0	-1506.0	3392.0	3076.0	4576.0	-1.0	-231.0	0
-804.0	-3093.0	365.0	-411.0	2836.0	2357.0	66.0	-2178.0	702.0	-2351.0	262.0	16.0	2056.0	-955.0	1235.0	-277.0	2236.0	23.0	551.0	2159.0	0
-1846.0	1633.0	-1253.0	857.0	-1344.0	3661.0	347.0	-1118.0	-535.0	-111.0	-482.0	1267.0	998.0	-4804.0	287.0	122.0	-829.0	-4123.0	-2224.0	-32.0	0
-181.0	1273.0	1036.0	-1027.0	-78.0	-527.0	34.0	527.0	-636.0	45.0	-42.0	-98.0	-1615.0	1472.0	231.0	1329.0	-1148.0	-2821.0	-1512.0	203.0	0
1087.0	-15.0	2.0	1882.0	-963.0	1728.0	-2686.0	-1972.0	558.0	307.0	1785.0	183.0	-7096.0	-2345.0	74.0	-689.0	394.0	1875.0	116.0	26.0	0
744.0	3752.0	-2235.0	2052.0	1522.0	-1013.0	-1899.0	1712.0	111.0	-2972.0	-937.0	2608.0	1192.0	-1622.0	28.0	-35.0	2163.0	-1729.0	4649.0	1178.0	0
1094.0	-2029.0	-416.0	-65.0	-742.0	16.0	-2187.0	-4741.0	57.0	-426.0	-3812.0	-3439.0	185.0	1289.0	-53.0	1334.0	3062.0	-1908.0	-594.0	313.0	0
156.0	-75.0	1468.0	1107.0	-394.0	1411.0	-24.0	285.0	-607.0	-756.0	-1087.0	-39.0	-1455.0	-678.0	-562.0	-1179.0	818.0	2389.0	-484.0	-888.0	0
-2108.0	34.0	3254.0	774.0	-3335.0	-1469.0	1165.0	-102.0	61.0	-296.0	222.0	-2089.0	168.0	-1868.0	347.0	1032.0	-4068.0	-1499.0	-964.0	437.0	0
3311.0	-22.0	268.0	1193.0	-78.0	236.0	3723.0	114.0	-437.0	-515.0	2156.0	106.0	232.0	81.0	1561.0	-933.0	1047.0	886.0	2164.0	2085.0	1
1434.0	2598.0	1137.0	679.0	1004.0	-5.0	-54.0	1602.0	497.0	-535.0	-121.0	1276.0	602.0	-1146.0	-1818.0	-292.0	-116.0	-468.0	674.0	672.0	1
968.0	-1707.0	2514.0	1726.0	-2433.0	2288.0	-908.0	634.0	143.0	115.0	-1847.0	785.0	1788.0	2966.0	-3509.0	-151.0	-766.0	-1657.0	1962.0	-1031.0	0
1656.0	493.0	-2632.0	-232.0	-509.0	-1348.0	-2472.0	219.0	-25.0	1262.0	97.0	1767.0	393.0	-784.0	1623.0	4239.0	2716.0	4155.0	-1861.0	4052.0	0
-1912.0	-1216.0	-2219.0	2256.0	2482.0	-2264.0	-369.0	-1797.0	2047.0	27.0	-45.0	1537.0	3984.0	1577.0	487.0	-88.0	-1557.0	-4527.0	933.0	-999.0	0
4.0	1394.0	-1667.0	-1346.0	-1003.0	154.0	3615.0	-1312.0	-358.0	-167.0	208.0	-2809.0	748.0	-2066.0	-306.0	764.0	146.0	767.0	-82.0	2106.0	0
1761.0	-831.0	91.0	1276.0	-578.0	1927.0	1379.0	1064.0	1152.0	-265.0	135.0	83.0	138.0	1027.0	-526.0	-221.0	-648.0	725.0	106.0	1075.0	1
-2408.0	-4625.0	-2545.0	-4451.0	-3423.0	614.0	-251.0	-169.0	1474.0	-87.0	-1698.0	-1363.0	-1758.0	-3075.0	2357.0	-852.0	3572.0	65.0	26.0	5874.0	0
1542.0	1191.0	-397.0	1636.0	1108.0	-548.0	1366.0	564.0	-1684.0	1664.0	608.0	218.0	692.0	199.0	637.0	1552.0	1646.0	-1313.0	744.0	856.0	1
2083.0	-3809.0	-995.0	-1773.0	2407.0	-1452.0	1192.0	-2478.0	454.0	-1456.0	129.0	-2073.0	2904.0	1497.0	1426.0	495.0	-1045.0	512.0	-378.0	1684.0	0
1232.0	-14.0	-471.0	3018.0	34.0	-376.0	1244.0	-1537.0	-2294.0	1127.0	3138.0	1624.0	4486.0	-497.0	-4214.0	-538.0	-551.0	955.0	-765.0	992.0	0
184.0	1288.0	74.0	548.0	602.0	641.0	-58.0	1248.0	2357.0	16.0	845.0	586.0	2507.0	-199.0	-38.0	336.0	1059.0	-2.0	-8.0	507.0	1
429.0	-773.0	2092.0	-588.0	2115.0	607.0	-442.0	-154.0	1141.0	-919.0	399.0	-525.0	1047.0	-586.0	1898.0	-449.0	342.0	327.0	3.0	269.0	1
841.0	825.0	156.0	2053.0	596.0	14.0	-957.0	-137.0	974.0	916.0	2571.0	527.0	63.0	-745.0	1155.0	-382.0	-2613.0	-1055.0	2172.0	2098.0	1
938.0	186.0	444.0	101.0	-538.0	1889.0	87.0	2087.0	2015.0	908.0	1244.0	468.0	1598.0	-2153.0	-77.0	2677.0	-592.0	1652.0	1951.0	2422.0	1
922.0	2368.0	-2523.0	-357.0	-1974.0	1302.0	563.0	201.0	-427.0	1384.0	55.0	-2858.0	-2524.0	46.0	1164.0	947.0	4038.0	1265.0	-1098.0	1103.0	0
-2961.0	735.0	1219.0	-32.0	2014.0	-646.0	-928.0	-112.0	-3371.0	3541.0	3355.0	-663.0	2716.0	2465.0	407.0	-404.0	658.0	-132.0	1265.0	319.0	0
-601.0	876.0	-318.0	1097.0	139.0	762.0	-36.0	1561.0	-1457.0	332.0	239.0	1139.0	-1121.0	707.0	-506.0	31.0	617.0	-207.0	-538.0	1026.0	1
-2564.0	102.0	2217.0	708.0	-148.0	1862.0	-1017.0	479.0	-157.0	-1542.0	2197.0	-1555.0	-1101.0	2466.0	-1319.0	1528.0	31.0	117.0	-947.0	-3497.0	0
-6366.0	108.0	-2336.0	456.0	974.0	-795.0	-467.0	-288.0	2006.0	-1182.0	1206.0	-273.0	894.0	-2293.0	1663.0	1285.0	-3524.0	-2792.0	-3132.0	826.0	0
-504.0	1857.0	2808.0	4725.0	-2017.0	2312.0	-3046.0	284.0	-2145.0	-2388.0	5572.0	-6.0	-101.0	-308.0	-218.0	-2005.0	1113.0	371.0	1772.0	-256.0	0
-732.0	887.0	-428.0	64.0	99.0	-351.0	-72.0	-98.0	1765.0	-1107.0	1069.0	613.0	1111.0	909.0	7.0	1074.0	-36.0	-898.0	936.0	505.0	1
-2962.0	3275.0	-2057.0	-1248.0	-2286.0	668.0	-1457.0	3311.0	1136.0	673.0	-95.0	1368.0	1939.0	-108.0	-273.0	-3707.0	994.0	714.0	-402.0	-1509.0	0
1773.0	861.0	-1592.0	-536.0	103.0	128.0	-559.0	432.0	139.0	-953.0	978.0	855.0	2211.0	-1044.0	1063.0	1138.0	1467.0	13.0	365.0	84.0	1
1972.0	4081.0	-164.0	-928.0	17.0	74.0	319.0	722.0	-1588.0	-1405.0	-264.0	5526.0	-2438.0	1846.0	1154.0	-1158.0	188.0	531.0	2016.0	2873.0	0
1223.0	1237.0	2321.0	-1632.0	-4777.0	528.0	-523.0	-567.0	1577.0	-257.0	117.0	-491.0	-1543.0	936.0	-4216.0	7.0	189.0	-1418.0	3.0	109.0	0
-867.0	-156.0	-159.0	-371.0	-693.0	1434.0	-1368.0	1035.0	1682.0	-423.0	-316.0	179.0	-891.0	-1257.0	-534.0	1174.0	1146.0	-125.0	515.0	409.0	1
588.0	1381.0	-471.0	2454.0	802.0	-59.0	832.0	1334.0	2509.0	-1314.0	1784.0	421.0	-347.0	574.0	2742.0	-341.0	643.0	1042.0	-193.0	1487.0	1
-5.0	1438.0	138.0	505.0	57.0	-359.0	-1132.0	1099.0	24.0	1267.0	-317.0	458.0	1902.0	-393.0	-866.0	218.0	-1032.0	3017.0	-26.0	67.0	1
46.0	364.0	762.0	-257.0	1707.0	1458.0	-327.0	-5474.0	-1183.0	-237.0	-543.0	561.0	409.0	2534.0	891.0	1031.0	-1949.0	1571.0	-839.0	-1319.0	0
282.0	-883.0	-112.0	-263.0	-1054.0	1601.0	76.0	457.0	1523.0	1207.0	43.0	-1112.0	117.0	1543.0	387.0	29.0	551.0	1572.0	2143.0	168.0	1
3233.0	1217.0	-1921.0	1401.0	-101.0	342.0	2249.0	-107.0	769.0	523.0	139.0	1104.0	-1602.0	1156.0	92.0	-1023.0	-1302.0	754.0	477.0	-224.0	1
-538.0	-1913.0	177.0	-1481.0	1243.0	-4.0	249.0	2401.0	144.0	-878.0	1647.0	688.0	2388.0	-792.0	96.0	-35.0	295.0	1286.0	-428.0	257.0	1
564.0	-538.0	1753.0	-48.0	-134.0	1166.0	736.0	-355.0	188.0	2552.0	661.0	23.0	1364.0	-38.0	1105.0	292.0	-611.0	-79.0	458.0	-454.0	1
-604.0	-483.0	378.0	-829.0	355.0	66.0	-795.0	978.0	618.0	-29.0	1962.0	285.0	78.0	-1165.0	-381.0	252.0	1924.0	86.0	1061.0	-255.0	1
528.0	183.0	1317.0	1049.0	1382.0	2927.0	82.0	2153.0	1401.0	1755.0	684.0	478.0	508.0	-2106.0	9.0	-1817.0	381.0	72.0	-305.0	-933.0	1
-1806.0	901.0	-979.0	-579.0	-5702.0	4.0	169.0	-1288.0	686.0	-4371.0	-1167.0	-197.0	-2081.0	2165.0	207.0	-1397.0	2663.0	506.0	2539.0	-1321.0	0
-925.0	145.0	-693.0	105.0	1157.0	1084.0	-723.0	241.0	498.0	965.0	-102.0	263.0	-541.0	1423.0	1334.0	-748.0	608.0	-837.0	2473.0	-28.0	1
301.0	803.0	93.0	-623.0	1396.0	-1246.0	-508.0	1076.0	-738.0	222.0	-659.0	-147.0	32.0	-226.0	397.0	705.0	2237.0	63.0	1423.0	1307.0	1
1551.0	625.0	-1577.0	575.0	-8.0	2342.0	1537.0	-409.0	287.0	904.0	-1334.0	512.0	465.0	-334.0	1603.0	1916.0	-96.0	-263.0	323.0	-164.0	1
-258.0	-2747.0	-1134.0	3071.0	-2006.0	455.0	-646.0	-74.0	-2655.0	2197.0	1146.0	-3073.0	3023.0	1117.0	-231.0	-217.0	213.0	1115.0	1233.0	1297.0	0
526.0	-554.0	-2035.0	-416.0	171.0	26.0	-195.0	2256.0	1225.0	-35.0	113.0	819.0	-38.0	1453.0	-785.0	1748.0	271.0	578.0	85.0	926.0	1
